time=2026-03-09_12:13:29 op=NEW                        
time=2026-03-09_12:13:29 op=MOD_CLIENT_LOCK             client=com.apple.UnifiedAssetFr count=0145 selector=UAF.Siri.DialogAssets|com.apple.siri.dialog.siricontactsintents|30.6.106.13.102422,0
time=2026-03-09_12:13:29 op=MOD_CLIENT_LOCK             client=com.apple.UnifiedAssetFr count=0115 selector=UAF.Siri.DialogAssets|com.apple.siri.dialog.sirinaturallanguagegeneration|14.2.101.13.102289,0
time=2026-03-09_12:13:29 op=MOD_CLIENT_LOCK             client=com.apple.UnifiedAssetFr count=0114 selector=UAF.Siri.DialogAssets|com.apple.siri.dialog.informationflowplugin|20.7.103.13.102505,0
time=2026-03-09_12:13:29 op=MOD_CLIENT_LOCK             client=com.apple.UnifiedAssetFr count=0113 selector=UAF.Siri.DialogAssets|com.apple.siri.dialog.sirinotificationsintents|24.2.104.13.102440,0
time=2026-03-09_12:13:29 op=MOD_CLIENT_LOCK             client=com.apple.UnifiedAssetFr count=0112 selector=UAF.Siri.DialogAssets|com.apple.siri.dialog.ifflowplugin|24.2.102.13.102418,0
time=2026-03-09_12:13:29 op=MOD_CLIENT_LOCK             client=com.apple.UnifiedAssetFr count=0111 selector=UAF.Siri.DialogAssets|com.apple.siri.dialog.healthflowdelegateplugin|30.9.113.13.102543,0
time=2026-03-09_12:13:29 op=MOD_CLIENT_LOCK             client=com.apple.UnifiedAssetFr count=0110 selector=UAF.Siri.DialogAssets|com.apple.siri.dialog.omnisearch.omnisearch|5.4.102.13.102363,0
time=2026-03-09_12:13:29 op=MOD_CLIENT_LOCK             client=com.apple.UnifiedAssetFr count=0109 selector=UAF.Siri.DialogAssets|com.apple.siri.dialog.emergencyflowplugin|30.9.113.13.102543,0
time=2026-03-09_12:13:29 op=MOD_CLIENT_LOCK             client=com.apple.UnifiedAssetFr count=0108 selector=UAF.Siri.DialogAssets|com.apple.siri.dialog.sirisettingsintents|30.6.105.13.102543,0
time=2026-03-09_12:13:29 op=MOD_CLIENT_LOCK             client=com.apple.UnifiedAssetFr count=0107 selector=UAF.Siri.DialogAssets|com.apple.siri.dialog.timerflowdelegateplugin|30.18.112.13.102464,0
time=2026-03-09_12:13:29 op=MOD_CLIENT_LOCK             client=com.apple.UnifiedAssetFr count=0106 selector=UAF.Siri.DialogAssets|com.apple.siri.dialog.alarmflowplugin|30.18.112.13.102464,0
time=2026-03-09_12:13:29 op=MOD_CLIENT_LOCK             client=com.apple.UnifiedAssetFr count=0105 selector=UAF.Siri.DialogAssets|com.apple.siri.dialog.sirisuggestionsflowplugin|20.9.104.13.102543,0
time=2026-03-09_12:13:29 op=MOD_CLIENT_LOCK             client=com.apple.UnifiedAssetFr count=0104 selector=UAF.Siri.DialogAssets|com.apple.siri.dialog.sirimailinternal|14.7.105.13.102543,0
time=2026-03-09_12:13:29 op=MOD_CLIENT_LOCK             client=com.apple.UnifiedAssetFr count=0103 selector=UAF.Siri.DialogAssets|com.apple.siri.dialog.phonecallflowdelegateplugin|30.12.110.13.102543,0
time=2026-03-09_12:13:29 op=MOD_CLIENT_LOCK             client=com.apple.UnifiedAssetFr count=0102 selector=UAF.Siri.DialogAssets|com.apple.siri.dialog.sirikit.messagesflowdelegateplugin|19.7.112.13.101921,0
time=2026-03-09_12:13:29 op=MOD_CLIENT_LOCK             client=com.apple.UnifiedAssetFr count=0101 selector=UAF.Siri.DialogAssets|com.apple.siri.dialog.siriautocomplete|20.9.104.13.102543,0
time=2026-03-09_12:13:29 op=MOD_CLIENT_LOCK             client=com.apple.UnifiedAssetFr count=0100 selector=UAF.Siri.DialogAssets|com.apple.siri.dialog.carcommandsflowdelegateplugin|21.4.109.13.102543,0
time=2026-03-09_12:13:29 op=MOD_CLIENT_LOCK             client=com.apple.UnifiedAssetFr count=0099 selector=UAF.Siri.DialogAssets|com.apple.siri.dialog.wellnessflowplugin|30.9.113.13.102543,0
time=2026-03-09_12:13:29 op=MOD_CLIENT_LOCK             client=com.apple.UnifiedAssetFr count=0098 selector=setAtomicInstance:A9EE000B-A1A8-4343-AA76-32AEFB33AFCB
time=2026-03-09_12:14:35 op=ADD_CLIENT_LOCK             client=manager                  count=0099 asset=5ff0d489e82fd8d1543f9c1b813bf02be3ceabe7 selector=UAF.Siri.Understanding|com.apple.siri.sp.invocation.en_GB|19.1028.1.13.301213,0
time=2026-03-09_12:14:35 op=ADD_CLIENT_LOCK             client=manager                  count=0100 asset=3864d9a4b9a2298bb8c1bdbd1261de9f0b7d4733 selector=UAF.Siri.Understanding|com.apple.siri.nl.owl.en_GB|3300.2011.16.13.202405,0
time=2026-03-09_12:14:35 op=ADD_CLIENT_LOCK             client=manager                  count=0101 asset=2537630edea8f7d560d8b5ad1de07afc9680db28 selector=UAF.Siri.Understanding|com.apple.siri.cam.auto_confirm.auto_send.en_GB|200.0.2021103006.13.101954,0
time=2026-03-09_12:14:35 op=ADD_CLIENT_LOCK             client=manager                  count=0102 asset=ee404c68a35d0a269bc560307269830b7b869234 selector=UAF.Siri.Understanding|com.apple.siri.nl.nlv4.en_GB|3501.4100.1064.13.202963,0
time=2026-03-09_12:14:35 op=ADD_CLIENT_LOCK             client=manager                  count=0103 asset=7d4b41088a44481239b6251f561742ce452bce55 selector=UAF.Siri.Understanding|com.apple.siri.nl.data_detectors.en_GB|3500.4000.1750184626.13.202375,0
time=2026-03-09_12:14:35 op=ADD_CLIENT_LOCK             client=manager                  count=0104 asset=ec0c003dd4558a1b6b1f6c1e21f9bad81e322bca selector=UAF.Siri.Understanding|com.apple.siri.nl.cati.en_GB|3304.2400.2023120401.13.202405,0
time=2026-03-09_12:14:35 op=ADD_CLIENT_LOCK             client=manager                  count=0105 asset=d81d26f1e14d60c30bea5cf7129b5c489de09127 selector=UAF.Siri.Understanding|com.apple.siri.cam.auto_confirm.auto_send_private.en_GB|1000.0.2022032313.13.101954,0
time=2026-03-09_12:14:35 op=ADD_CLIENT_LOCK             client=manager                  count=0106 asset=c50b7caf1ead05fb7ea580455c8e27922a307550 selector=UAF.Siri.Understanding|com.apple.siri.asr.geolm.regionMapping.en_GB|3100.4000.69.13.301459,0
time=2026-03-09_12:14:35 op=ADD_CLIENT_LOCK             client=manager                  count=0107 asset=d441ea9447f57b58eb01ede6c9247ca22f8eb510 selector=UAF.Siri.Understanding|com.apple.siri.understanding.uaf.metadata|4.41.12.13.202350,0
time=2026-03-09_12:14:35 op=ADD_CLIENT_LOCK             client=manager                  count=0108 asset=345da177f778057b967ef38b4f969d39128b79bd selector=UAF.Siri.Understanding|com.apple.siri.nl.psc.en_GB|3501.4100.729.13.202818,0
time=2026-03-09_12:14:35 op=ADD_CLIENT_LOCK             client=manager                  count=0109 asset=f35bc1b7f1509d373f29112876cff0c16c916632 selector=UAF.Siri.Understanding|com.apple.siri.nl.voc.en_GB|3501.4100.2025102104.13.202963,0
time=2026-03-09_12:14:35 op=ADD_CLIENT_LOCK             client=manager                  count=0110 asset=9ed44170a444eccfe679fc61a004389e78709e94 selector=UAF.Siri.Understanding|com.apple.siri.nl.ssu.datasets.en_GB|3400.3000.2.13.202405,0
time=2026-03-09_12:14:35 op=ADD_CLIENT_LOCK             client=manager                  count=0111 asset=70e14dcbbcf2e53e0db73b834978f6abe8f95f95 selector=UAF.Siri.Understanding|com.apple.siri.asr.assistant.en_US|3100.4000.200.13.301455,0
time=2026-03-09_12:14:35 op=ADD_CLIENT_LOCK             client=manager                  count=0112 asset=da95ac9bfc6e102f93fe81546f726dfd8977aa8d selector=UAF.Siri.Understanding|com.apple.siri.nl.snlc.en_GB|3501.4100.1057.13.202963,0
time=2026-03-09_12:14:35 op=ADD_CLIENT_LOCK             client=manager                  count=0113 asset=894488b444347c7ed1a420715bbc4097939e0d6d selector=UAF.Siri.Understanding|com.apple.siri.nl.ssu.encoder.en_GB|3300.2000.87.13.202405,0
time=2026-03-09_12:14:35 op=ADD_CLIENT_LOCK             client=manager                  count=0114 asset=08d2d1d21e2e3406b8093ad407cad5d743323f72 selector=UAF.Siri.Understanding|com.apple.siri.sp.mitigation.en_GB|19.1028.1.13.301213,0
time=2026-03-09_12:14:35 op=ADD_CLIENT_LOCK             client=manager                  count=0115 asset=33f602dbb2416a52c3776fdcb6b7b7390175c1b5 selector=UAF.Siri.Understanding|com.apple.siri.nl.marrs.ccqr.en_GB|3300.2011.2023062818.13.202405,0
time=2026-03-09_12:14:35 op=ADD_CLIENT_LOCK             client=manager                  count=0116 asset=0c90708a8b442052958a41d789902899a577d77e selector=UAF.Siri.Understanding|com.apple.siri.nl.marrs.md.en_GB|3404.3400.2025020521.13.202405,0
time=2026-03-09_12:14:35 op=ADD_CLIENT_LOCK             client=manager                  count=0117 asset=e8814077eb985d0a0b6a2d4d5db0f36a83b27e71 selector=UAF.Siri.Understanding|com.apple.siri.asr.geolm.regionMapping.en_US|3100.4000.56.13.301459,0
time=2026-03-09_12:14:35 op=ADD_CLIENT_LOCK             client=manager                  count=0118 asset=d844238420b54bf70b73eefa1b95e0ca6eb848be selector=UAF.Siri.Understanding|com.apple.siri.asr.assistant.en_GB|3100.4000.67.13.301455,0
time=2026-03-09_12:14:35 op=ADD_CLIENT_LOCK             client=manager                  count=0119 asset=1a98afe72772ceaf91083213761a70ff04d8f226 selector=UAF.Siri.Understanding|com.apple.siri.nl.marrs.rd.en_GB|3100.15.2.13.202405,0
time=2026-03-09_12:14:35 op=ADD_CLIENT_LOCK             client=manager                  count=0120 asset=b7bdf887e3f1813f0663cab8046fde276a8aebf7 selector=UAF.Siri.Understanding|com.apple.siri.nl.marrs.mr.en_GB|3404.3400.2025020521.13.202405,0
time=2026-03-09_12:14:35 op=ADD_CLIENT_LOCK             client=manager                  count=0121 asset=173779a02fde58077baa7622ca97fa65c842ee7e selector=UAF.Siri.Understanding|com.apple.siri.nl.lvc.en_GB|3400.3000.71.13.202405,0
time=2026-03-09_12:14:35 op=ADD_CLIENT_LOCK             client=manager                  count=0122 asset=ded755223e79d1cc57cd6857ff60240d5472b9f4 selector=UAF.Siri.Understanding|com.apple.siri.nl.owl.en_US|3300.2011.16.13.202405,0
time=2026-03-09_12:14:35 op=ADD_CLIENT_LOCK             client=manager                  count=0123 selector=setAtomicInstance:C774741D-FD0D-4CCA-91A2-613EE204D78A
time=2026-03-09_12:14:35 op=MOD_CLIENT_LOCK             client=manager                  count=0124 selector=UAF.Siri.Understanding|com.apple.siri.sp.invocation.en_GB|19.1028.1.13.301213,0
time=2026-03-09_12:14:35 op=MOD_CLIENT_LOCK             client=manager                  count=0125 selector=UAF.Siri.Understanding|com.apple.siri.nl.owl.en_GB|3300.2011.16.13.202405,0
time=2026-03-09_12:14:35 op=MOD_CLIENT_LOCK             client=manager                  count=0126 selector=UAF.Siri.Understanding|com.apple.siri.cam.auto_confirm.auto_send.en_GB|200.0.2021103006.13.101954,0
time=2026-03-09_12:14:35 op=MOD_CLIENT_LOCK             client=manager                  count=0127 selector=UAF.Siri.Understanding|com.apple.siri.nl.nlv4.en_GB|3501.4100.1064.13.202963,0
time=2026-03-09_12:14:35 op=MOD_CLIENT_LOCK             client=manager                  count=0128 selector=UAF.Siri.Understanding|com.apple.siri.nl.data_detectors.en_GB|3500.4000.1750184626.13.202375,0
time=2026-03-09_12:14:35 op=MOD_CLIENT_LOCK             client=manager                  count=0129 selector=UAF.Siri.Understanding|com.apple.siri.nl.cati.en_GB|3304.2400.2023120401.13.202405,0
time=2026-03-09_12:14:35 op=MOD_CLIENT_LOCK             client=manager                  count=0130 selector=UAF.Siri.Understanding|com.apple.siri.cam.auto_confirm.auto_send_private.en_GB|1000.0.2022032313.13.101954,0
time=2026-03-09_12:14:35 op=MOD_CLIENT_LOCK             client=manager                  count=0131 selector=UAF.Siri.Understanding|com.apple.siri.asr.geolm.regionMapping.en_GB|3100.4000.69.13.301459,0
time=2026-03-09_12:14:35 op=MOD_CLIENT_LOCK             client=manager                  count=0132 selector=UAF.Siri.Understanding|com.apple.siri.understanding.uaf.metadata|4.41.12.13.202350,0
time=2026-03-09_12:14:35 op=MOD_CLIENT_LOCK             client=manager                  count=0133 selector=UAF.Siri.Understanding|com.apple.siri.nl.psc.en_GB|3501.4100.729.13.202818,0
time=2026-03-09_12:14:35 op=MOD_CLIENT_LOCK             client=manager                  count=0134 selector=UAF.Siri.Understanding|com.apple.siri.nl.voc.en_GB|3501.4100.2025102104.13.202963,0
time=2026-03-09_12:14:35 op=MOD_CLIENT_LOCK             client=manager                  count=0135 selector=UAF.Siri.Understanding|com.apple.siri.nl.ssu.datasets.en_GB|3400.3000.2.13.202405,0
time=2026-03-09_12:14:35 op=MOD_CLIENT_LOCK             client=manager                  count=0136 selector=UAF.Siri.Understanding|com.apple.siri.asr.assistant.en_US|3100.4000.200.13.301455,0
time=2026-03-09_12:14:35 op=MOD_CLIENT_LOCK             client=manager                  count=0137 selector=UAF.Siri.Understanding|com.apple.siri.nl.snlc.en_GB|3501.4100.1057.13.202963,0
time=2026-03-09_12:14:35 op=MOD_CLIENT_LOCK             client=manager                  count=0138 selector=UAF.Siri.Understanding|com.apple.siri.nl.ssu.encoder.en_GB|3300.2000.87.13.202405,0
time=2026-03-09_12:14:35 op=MOD_CLIENT_LOCK             client=manager                  count=0139 selector=UAF.Siri.Understanding|com.apple.siri.sp.mitigation.en_GB|19.1028.1.13.301213,0
time=2026-03-09_12:14:35 op=MOD_CLIENT_LOCK             client=manager                  count=0140 selector=UAF.Siri.Understanding|com.apple.siri.nl.marrs.ccqr.en_GB|3300.2011.2023062818.13.202405,0
time=2026-03-09_12:14:35 op=MOD_CLIENT_LOCK             client=manager                  count=0141 selector=UAF.Siri.Understanding|com.apple.siri.nl.marrs.md.en_GB|3404.3400.2025020521.13.202405,0
time=2026-03-09_12:14:35 op=MOD_CLIENT_LOCK             client=manager                  count=0142 selector=UAF.Siri.Understanding|com.apple.siri.asr.geolm.regionMapping.en_US|3100.4000.56.13.301459,0
time=2026-03-09_12:14:35 op=MOD_CLIENT_LOCK             client=manager                  count=0143 selector=UAF.Siri.Understanding|com.apple.siri.asr.assistant.en_GB|3100.4000.67.13.301455,0
time=2026-03-09_12:14:35 op=MOD_CLIENT_LOCK             client=manager                  count=0144 selector=UAF.Siri.Understanding|com.apple.siri.nl.marrs.rd.en_GB|3100.15.2.13.202405,0
time=2026-03-09_12:14:35 op=MOD_CLIENT_LOCK             client=manager                  count=0145 selector=UAF.Siri.Understanding|com.apple.siri.nl.marrs.mr.en_GB|3404.3400.2025020521.13.202405,0
time=2026-03-09_12:14:35 op=MOD_CLIENT_LOCK             client=manager                  count=0146 selector=UAF.Siri.Understanding|com.apple.siri.nl.lvc.en_GB|3400.3000.71.13.202405,0
time=2026-03-09_12:14:35 op=MOD_CLIENT_LOCK             client=manager                  count=0147 selector=UAF.Siri.Understanding|com.apple.siri.nl.owl.en_US|3300.2011.16.13.202405,0
time=2026-03-09_12:14:35 op=MOD_CLIENT_LOCK             client=manager                  count=0148 selector=setAtomicInstance:C774741D-FD0D-4CCA-91A2-613EE204D78A
time=2026-03-09_12:14:36 op=MOD_CLIENT_LOCK             client=com.apple.UnifiedAssetFr count=0147 selector=UAF.Siri.Understanding|com.apple.siri.sp.invocation.en_GB|19.1028.1.13.301213,0
time=2026-03-09_12:14:36 op=MOD_CLIENT_LOCK             client=com.apple.UnifiedAssetFr count=0146 selector=UAF.Siri.Understanding|com.apple.siri.nl.owl.en_GB|3300.2011.16.13.202405,0
time=2026-03-09_12:14:36 op=MOD_CLIENT_LOCK             client=com.apple.UnifiedAssetFr count=0145 selector=UAF.Siri.Understanding|com.apple.siri.cam.auto_confirm.auto_send.en_GB|200.0.2021103006.13.101954,0
time=2026-03-09_12:14:36 op=MOD_CLIENT_LOCK             client=com.apple.UnifiedAssetFr count=0144 selector=UAF.Siri.Understanding|com.apple.siri.nl.nlv4.en_GB|3501.4100.1064.13.202963,0
time=2026-03-09_12:14:36 op=MOD_CLIENT_LOCK             client=com.apple.UnifiedAssetFr count=0143 selector=UAF.Siri.Understanding|com.apple.siri.nl.data_detectors.en_GB|3500.4000.1750184626.13.202375,0
time=2026-03-09_12:14:36 op=MOD_CLIENT_LOCK             client=com.apple.UnifiedAssetFr count=0142 selector=UAF.Siri.Understanding|com.apple.siri.nl.cati.en_GB|3304.2400.2023120401.13.202405,0
time=2026-03-09_12:14:36 op=MOD_CLIENT_LOCK             client=com.apple.UnifiedAssetFr count=0141 selector=UAF.Siri.Understanding|com.apple.siri.cam.auto_confirm.auto_send_private.en_GB|1000.0.2022032313.13.101954,0
time=2026-03-09_12:14:36 op=MOD_CLIENT_LOCK             client=com.apple.UnifiedAssetFr count=0140 selector=UAF.Siri.Understanding|com.apple.siri.asr.geolm.regionMapping.en_GB|3100.4000.69.13.301459,0
time=2026-03-09_12:14:36 op=MOD_CLIENT_LOCK             client=com.apple.UnifiedAssetFr count=0139 selector=UAF.Siri.Understanding|com.apple.siri.understanding.uaf.metadata|4.41.12.13.202350,0
time=2026-03-09_12:14:36 op=MOD_CLIENT_LOCK             client=com.apple.UnifiedAssetFr count=0138 selector=UAF.Siri.Understanding|com.apple.siri.nl.psc.en_GB|3501.4100.729.13.202818,0
time=2026-03-09_12:14:36 op=MOD_CLIENT_LOCK             client=com.apple.UnifiedAssetFr count=0137 selector=UAF.Siri.Understanding|com.apple.siri.nl.voc.en_GB|3501.4100.2025102104.13.202963,0
time=2026-03-09_12:14:36 op=MOD_CLIENT_LOCK             client=com.apple.UnifiedAssetFr count=0136 selector=UAF.Siri.Understanding|com.apple.siri.nl.ssu.datasets.en_GB|3400.3000.2.13.202405,0
time=2026-03-09_12:14:36 op=MOD_CLIENT_LOCK             client=com.apple.UnifiedAssetFr count=0135 selector=UAF.Siri.Understanding|com.apple.siri.asr.assistant.en_US|3100.4000.200.13.301455,0
time=2026-03-09_12:14:36 op=MOD_CLIENT_LOCK             client=com.apple.UnifiedAssetFr count=0134 selector=UAF.Siri.Understanding|com.apple.siri.nl.snlc.en_GB|3501.4100.1057.13.202963,0
time=2026-03-09_12:14:36 op=MOD_CLIENT_LOCK             client=com.apple.UnifiedAssetFr count=0133 selector=UAF.Siri.Understanding|com.apple.siri.nl.ssu.encoder.en_GB|3300.2000.87.13.202405,0
time=2026-03-09_12:14:36 op=MOD_CLIENT_LOCK             client=com.apple.UnifiedAssetFr count=0132 selector=UAF.Siri.Understanding|com.apple.siri.sp.mitigation.en_GB|19.1028.1.13.301213,0
time=2026-03-09_12:14:36 op=MOD_CLIENT_LOCK             client=com.apple.UnifiedAssetFr count=0131 selector=UAF.Siri.Understanding|com.apple.siri.nl.marrs.ccqr.en_GB|3300.2011.2023062818.13.202405,0
time=2026-03-09_12:14:36 op=MOD_CLIENT_LOCK             client=com.apple.UnifiedAssetFr count=0130 selector=UAF.Siri.Understanding|com.apple.siri.nl.marrs.md.en_GB|3404.3400.2025020521.13.202405,0
time=2026-03-09_12:14:36 op=MOD_CLIENT_LOCK             client=com.apple.UnifiedAssetFr count=0129 selector=UAF.Siri.Understanding|com.apple.siri.asr.geolm.regionMapping.en_US|3100.4000.56.13.301459,0
time=2026-03-09_12:14:36 op=MOD_CLIENT_LOCK             client=com.apple.UnifiedAssetFr count=0128 selector=UAF.Siri.Understanding|com.apple.siri.asr.assistant.en_GB|3100.4000.67.13.301455,0
time=2026-03-09_12:14:36 op=MOD_CLIENT_LOCK             client=com.apple.UnifiedAssetFr count=0127 selector=UAF.Siri.Understanding|com.apple.siri.nl.marrs.rd.en_GB|3100.15.2.13.202405,0
time=2026-03-09_12:14:36 op=MOD_CLIENT_LOCK             client=com.apple.UnifiedAssetFr count=0126 selector=UAF.Siri.Understanding|com.apple.siri.nl.marrs.mr.en_GB|3404.3400.2025020521.13.202405,0
time=2026-03-09_12:14:36 op=MOD_CLIENT_LOCK             client=com.apple.UnifiedAssetFr count=0125 selector=UAF.Siri.Understanding|com.apple.siri.nl.lvc.en_GB|3400.3000.71.13.202405,0
time=2026-03-09_12:14:36 op=MOD_CLIENT_LOCK             client=com.apple.UnifiedAssetFr count=0124 selector=UAF.Siri.Understanding|com.apple.siri.nl.owl.en_US|3300.2011.16.13.202405,0
time=2026-03-09_12:14:36 op=MOD_CLIENT_LOCK             client=com.apple.UnifiedAssetFr count=0123 selector=setAtomicInstance:C774741D-FD0D-4CCA-91A2-613EE204D78A
time=2026-03-09_12:14:36 op=MOD_CLIENT_LOCK             client=manager                  count=0124 selector=UAF.Siri.Understanding|com.apple.siri.sp.invocation.en_GB|19.1028.1.13.301213,0
time=2026-03-09_12:14:36 op=MOD_CLIENT_LOCK             client=manager                  count=0125 selector=UAF.Siri.Understanding|com.apple.siri.nl.owl.en_GB|3300.2011.16.13.202405,0
time=2026-03-09_12:14:36 op=MOD_CLIENT_LOCK             client=manager                  count=0126 selector=UAF.Siri.Understanding|com.apple.siri.cam.auto_confirm.auto_send.en_GB|200.0.2021103006.13.101954,0
time=2026-03-09_12:14:36 op=MOD_CLIENT_LOCK             client=manager                  count=0127 selector=UAF.Siri.Understanding|com.apple.siri.nl.nlv4.en_GB|3501.4100.1064.13.202963,0
time=2026-03-09_12:14:36 op=MOD_CLIENT_LOCK             client=manager                  count=0128 selector=UAF.Siri.Understanding|com.apple.siri.nl.data_detectors.en_GB|3500.4000.1750184626.13.202375,0
